# EcoSim run log
# timestamp=2026-06-25 18:05:30
# sampleIntervalSeconds=1
#
# --- SimulationSettings ---
# preyEnergyPerPlant=0.35
# preyReproThreshold=0.55
# preyReproCost=0.25
# preyReproCooldown=30
# preyCarryingCapacity=150
# preyCapPredatorSensitivity=0
# attackRange=2
# killChance=0.25
# handlingTime=36
# predatorEnergyPerPrey=0.55
# predatorReproThreshold=0.6
# predatorReproCost=0.4
# predatorReproCooldown=54
# predatorMetabolicDrain=0.0027
# preyMetabolicDrain=0.0005
# hungerRate=0.0005
# predatorFoodRatio=3
# predatorInterference=0.5
# energyMax=1
# preyScale=1
# predatorScale=1.2
# mutationRate=0.05
# mutationStrength=0.1
# speedMin=1.5
# speedMax=7
# visionMin=6
# visionMax=24
# socialMin=-2
# socialMax=2.5
# plantGrowthRate=0.01
# plantCarryingCapacityFraction=0.35
# fruitRegrowTime=48
# plantMinHeight=0.25
# logSampleInterval=1
#
# --- Coefficienti Lotka-Volterra (derivati, informativi) ---
# alpha=0.033333
# beta=0.005
# gamma=0.0027
# delta=1.375
#
# --- Popolazione iniziale ---
# prey0=30
# predators0=8
# plants0=0
#
t_seconds,prey,predators,plants
281.0,104,119,114
282.0,105,119,114
283.0,104,120,109
284.0,104,121,109
285.0,103,121,109
286.0,103,121,109
287.0,103,122,112
288.0,102,122,112
289.0,102,123,113
290.0,101,123,113
291.0,101,124,119
292.0,101,124,119
293.0,100,125,120
294.0,99,125,120
295.0,98,125,120
296.0,99,125,120
297.0,99,125,118
298.0,100,125,118
299.0,97,126,119
300.0,94,128,119
301.0,93,129,117
302.0,93,129,117
303.0,91,130,120
304.0,90,130,120
305.0,90,131,118
306.0,90,132,118
307.0,87,132,122
308.0,89,132,122
309.0,89,132,120
310.0,91,133,120
311.0,89,134,123
312.0,90,134,123
313.0,88,134,120
314.0,91,134,120
315.0,90,136,113
316.0,90,136,113
317.0,93,140,114
318.0,91,144,114
319.0,89,145,118
320.0,86,148,118
321.0,84,149,122
322.0,81,154,122
323.0,80,156,127
324.0,79,160,127
325.0,78,161,127
326.0,76,162,127
327.0,74,164,134
328.0,74,165,134
329.0,71,168,134
330.0,70,170,134
331.0,69,171,137
332.0,69,173,137
333.0,66,175,137
334.0,65,176,135
335.0,65,179,135
336.0,62,180,133
337.0,62,182,133
338.0,62,182,136
339.0,59,182,136
340.0,59,182,132
341.0,59,182,132
342.0,57,182,132
343.0,56,181,132
344.0,53,180,132
345.0,50,180,132
346.0,48,180,128
347.0,48,180,128
348.0,47,180,122
349.0,46,178,122
350.0,47,178,128
351.0,46,178,128
352.0,46,177,125
353.0,47,177,125
354.0,46,177,123
355.0,44,177,123
356.0,44,177,116
357.0,43,177,116
358.0,43,177,112
359.0,40,177,112
360.0,40,177,110
361.0,40,176,110
362.0,41,176,112
363.0,40,175,112
364.0,40,175,111
365.0,38,175,111
366.0,37,175,112
367.0,36,174,112
368.0,36,173,106
369.0,35,171,106
370.0,37,170,107
371.0,37,169,107
372.0,36,169,107
373.0,36,169,107
374.0,35,169,105
375.0,35,169,105
376.0,34,168,111
377.0,32,168,111
378.0,31,168,109
379.0,30,168,109
380.0,29,168,109
381.0,29,168,109
382.0,29,168,114
383.0,27,168,114
384.0,27,168,118
385.0,28,168,118
386.0,27,167,116
387.0,27,167,116
388.0,27,166,116
389.0,25,166,116
390.0,21,166,116
391.0,21,166,113
392.0,21,166,113
393.0,20,166,119
394.0,20,166,119
395.0,20,166,116
396.0,21,165,116
397.0,21,165,116
398.0,21,165,116
399.0,22,165,115
400.0,23,165,115
401.0,23,165,112
402.0,21,165,112
403.0,20,164,115
404.0,19,163,115
405.0,18,162,114
406.0,18,162,114
407.0,19,161,113
408.0,19,161,113
409.0,17,160,112
410.0,17,159,112
411.0,16,159,111
412.0,16,158,111
413.0,16,158,114
414.0,16,156,114
415.0,17,156,118
416.0,17,156,118
417.0,17,155,119
418.0,17,153,119
419.0,17,153,122
420.0,16,151,122
421.0,14,150,127
422.0,13,149,127
423.0,13,148,128
424.0,12,147,128
425.0,12,146,130
426.0,11,146,130
427.0,11,145,126
428.0,11,143,126
429.0,12,143,131
430.0,11,143,131
431.0,11,142,128
432.0,10,142,128
433.0,10,142,124
434.0,10,141,124
435.0,10,141,126
436.0,10,141,126
437.0,11,141,121
438.0,10,141,121
439.0,10,141,124
440.0,9,141,124
441.0,8,141,119
442.0,8,141,119
443.0,7,140,119
444.0,7,140,114
445.0,8,139,114
446.0,8,138,114
447.0,8,135,114
448.0,8,135,110
449.0,8,134,110
450.0,9,133,113
451.0,9,132,113
452.0,9,131,120
453.0,6,131,120
454.0,6,129,121
455.0,6,128,121
456.0,6,128,121
457.0,5,127,121
458.0,5,124,124
459.0,5,121,124
460.0,5,119,124
461.0,5,117,124
462.0,5,115,122
463.0,5,115,122
464.0,5,115,122
465.0,5,115,122
466.0,5,115,125
467.0,4,115,125
468.0,4,113,126
469.0,4,113,126
470.0,3,112,126
471.0,3,110,126
472.0,3,110,124
473.0,2,109,124
474.0,2,108,119
475.0,2,108,119
476.0,2,107,117
477.0,1,107,117
478.0,1,106,120
479.0,1,106,120
480.0,1,105,116
481.0,1,104,116
482.0,1,103,117
483.0,1,102,117
484.0,1,100,120
485.0,1,100,120
486.0,1,98,125
487.0,1,96,125
488.0,1,96,127
489.0,1,95,127
490.0,1,95,124
491.0,1,95,124
492.0,1,95,125
493.0,1,94,125
494.0,1,94,126
495.0,1,94,126
496.0,1,94,127
497.0,1,94,127
498.0,1,94,129
499.0,1,94,129
500.0,1,94,130
501.0,1,94,130
502.0,1,94,130
503.0,1,94,130
504.0,1,94,131
505.0,1,94,131
506.0,1,94,135
507.0,1,94,135
508.0,1,93,135
509.0,1,93,135
510.0,1,93,132
511.0,1,93,132
512.0,1,93,135
513.0,1,93,135
514.0,1,93,141
515.0,1,93,141
516.0,1,93,139
517.0,1,93,139
518.0,1,93,145
519.0,1,93,145
520.0,1,93,141
521.0,1,93,141
522.0,1,93,137
523.0,1,93,137
524.0,1,93,135
525.0,1,93,135
526.0,1,93,132
527.0,1,93,132
528.0,1,93,136
529.0,1,93,136
530.0,1,93,137
531.0,1,93,137
532.0,1,93,137
533.0,1,93,137
534.0,1,93,137
535.0,1,93,139
536.0,1,93,139
537.0,1,93,141
538.0,1,93,141
539.0,1,93,145
540.0,1,93,145
541.0,1,93,142
542.0,1,93,142
543.0,2,93,140
544.0,2,93,140
545.0,2,93,140
546.0,2,93,140
547.0,2,93,138
548.0,1,93,138
549.0,1,93,137
550.0,1,93,137
551.0,1,93,134
552.0,1,93,134
553.0,1,93,133
554.0,1,93,133
555.0,1,93,130
556.0,1,93,130
557.0,1,93,129
558.0,1,93,129
559.0,0,93,130
560.0,0,93,130
561.0,0,93,131
562.0,0,93,131
563.0,0,93,131
564.0,0,93,131
565.0,0,93,127
566.0,0,93,127
567.0,0,93,119
568.0,0,93,119
569.0,0,93,121
570.0,0,93,121
571.0,0,93,117
572.0,0,92,117
573.0,0,92,122
574.0,0,92,122
575.0,0,92,118
576.0,0,92,118
577.0,0,92,119
578.0,0,91,119
579.0,0,91,117
580.0,0,91,117
581.0,0,91,121
582.0,0,91,121
583.0,0,91,116
584.0,0,91,116
585.0,0,91,109
586.0,0,91,109
587.0,0,91,110
588.0,0,91,110
589.0,0,91,106
590.0,0,91,106
591.0,0,91,108
592.0,0,91,108
593.0,0,91,108
594.0,0,91,108
595.0,0,90,111
596.0,0,90,111
597.0,0,90,112
598.0,0,90,112
599.0,0,90,114
600.0,0,90,114
601.0,0,90,115
602.0,0,90,115
603.0,0,90,117
604.0,0,90,117
605.0,0,90,111
606.0,0,90,111
607.0,0,90,107
608.0,0,88,107
609.0,0,87,108
610.0,0,87,108
611.0,0,87,109
612.0,0,86,109
613.0,0,86,110
614.0,0,86,110
615.0,0,84,102
616.0,0,83,102
617.0,0,82,102
618.0,0,82,102
619.0,0,81,102
620.0,0,81,98
621.0,0,79,98
622.0,0,77,103
623.0,0,77,103
624.0,0,76,104
625.0,0,76,104
626.0,0,74,111
627.0,0,73,111
628.0,0,73,112
629.0,0,73,112
630.0,0,72,115
631.0,0,72,115
632.0,0,71,121
633.0,0,70,121
634.0,0,69,122
635.0,0,69,122
636.0,0,69,123
637.0,0,69,123
638.0,0,69,117
639.0,0,66,117
640.0,0,64,115
641.0,0,64,115
642.0,0,64,116
643.0,0,63,116
644.0,0,63,112
645.0,0,63,112
646.0,0,61,117
647.0,0,61,117
648.0,0,60,115
649.0,0,59,115
650.0,0,58,113
651.0,0,57,113
652.0,0,56,111
653.0,0,56,111
654.0,0,55,114
655.0,0,52,114
656.0,0,51,119
657.0,0,49,119
658.0,0,47,122
659.0,0,42,122
660.0,0,41,121
661.0,0,40,121
662.0,0,37,124
663.0,0,35,124
664.0,0,32,131
665.0,0,32,131
666.0,0,31,133
667.0,0,28,133
668.0,0,25,134
669.0,0,21,134
670.0,0,17,136
671.0,0,15,136
672.0,0,15,141
673.0,0,15,141
674.0,0,15,137
675.0,0,14,137
676.0,0,13,135
677.0,0,13,135
678.0,0,13,147
679.0,0,13,147
680.0,0,13,138
681.0,0,12,138
682.0,0,12,135
683.0,0,12,135
684.0,0,11,132
685.0,0,11,132
686.0,0,11,133
687.0,0,11,133
688.0,0,11,133
689.0,0,11,133
690.0,0,11,134
691.0,0,11,134
692.0,0,11,129
693.0,0,11,129
694.0,0,11,125
695.0,0,11,125
696.0,0,11,125
697.0,0,11,125
698.0,0,11,134
699.0,0,11,134
700.0,0,11,137
701.0,0,11,137
702.0,0,11,136
703.0,0,11,136
704.0,0,11,135
705.0,0,11,135
706.0,0,11,133
707.0,0,11,133
708.0,0,11,129
709.0,0,11,129
710.0,0,11,129
711.0,0,11,129
712.0,0,11,129
713.0,0,11,129
714.0,0,11,129
715.0,0,11,130
716.0,0,11,130
717.0,0,11,133
718.0,0,11,133
719.0,0,11,133
720.0,0,11,133
721.0,0,11,135
722.0,0,11,135
723.0,0,11,134
724.0,0,11,134
725.0,0,11,126
726.0,0,11,126
727.0,0,11,122
728.0,0,11,122
729.0,0,11,121
730.0,0,11,121
731.0,0,11,120
732.0,0,11,120
733.0,0,11,119
734.0,0,11,119
735.0,0,11,116
736.0,0,11,116
737.0,0,11,116
738.0,0,11,116
739.0,0,11,122
740.0,0,11,122
741.0,0,11,126
742.0,0,11,126
743.0,0,11,124
744.0,0,11,124
745.0,0,11,117
746.0,0,11,117
747.0,0,11,115
748.0,0,11,115
749.0,0,11,111
750.0,0,11,111
751.0,0,11,109
752.0,0,11,109
753.0,0,11,109
754.0,0,11,109
755.0,0,11,110
756.0,0,11,110
757.0,0,11,107
758.0,0,10,107
759.0,0,10,111
760.0,0,10,111
761.0,0,10,111
762.0,0,9,111
763.0,0,9,111
764.0,0,9,111
765.0,0,8,112
766.0,0,8,112
767.0,0,8,114
768.0,0,8,114
769.0,0,8,114
770.0,0,8,114
771.0,0,8,110
772.0,0,8,110
773.0,0,8,114
774.0,0,8,114
775.0,0,8,116
776.0,0,8,116
777.0,0,8,122
778.0,0,8,122
779.0,0,8,121
780.0,0,7,121
781.0,0,7,116
782.0,0,6,116
783.0,0,6,116
784.0,0,5,116
785.0,0,5,116
786.0,0,5,116
787.0,0,5,113
788.0,0,5,113
789.0,0,5,113
790.0,0,5,113
791.0,0,5,112
792.0,0,5,112
793.0,0,5,113
794.0,0,5,113
795.0,0,4,110
796.0,0,4,110
797.0,0,4,109
798.0,0,4,109
799.0,0,4,113
800.0,0,4,113
801.0,0,4,123
802.0,0,4,123
803.0,0,4,121
804.0,0,4,121
805.0,0,4,121
806.0,0,4,121
807.0,0,4,124
808.0,0,3,124
809.0,0,3,123
810.0,0,3,123
811.0,0,2,124
812.0,0,2,124
813.0,0,2,124
814.0,0,2,124
815.0,0,2,128
816.0,0,2,128
817.0,0,2,123
818.0,0,2,123
819.0,0,1,122
820.0,0,1,122
821.0,0,1,121
822.0,0,1,121
823.0,0,1,119
824.0,0,1,119
825.0,0,1,115
826.0,0,1,115
827.0,0,1,119
828.0,0,1,119
829.0,0,1,109
830.0,0,1,109
831.0,0,1,108
832.0,0,1,108
833.0,0,1,102
834.0,0,1,102
835.0,0,1,104
836.0,0,1,104
837.0,0,1,108
838.0,0,1,108
839.0,0,1,106
840.0,0,1,106
841.0,0,1,98
842.0,0,1,98
843.0,0,1,99
844.0,0,1,99
845.0,0,1,96
846.0,0,1,96
847.0,0,1,96
848.0,0,1,96
849.0,0,1,99
850.0,0,1,99
851.0,0,1,102
852.0,0,1,102
853.0,0,1,95
854.0,0,1,95
855.0,0,1,94
856.0,0,1,94
857.0,0,1,102
858.0,0,1,102
859.0,0,1,98
860.0,0,1,98
861.0,0,1,98
862.0,0,1,101
863.0,0,1,101
864.0,0,1,102
865.0,0,1,102
866.0,0,1,107
867.0,0,1,107
868.0,0,1,115
869.0,0,1,115
#
# --- Riepilogo ---
# durata_s=869.9359
# peakPrey=134
# peakPredators=182
