# EcoSim run log
# timestamp=2026-06-25 18:00:56
# sampleIntervalSeconds=1
#
# --- SimulationSettings ---
# preyEnergyPerPlant=0.35
# preyReproThreshold=0.55
# preyReproCost=0.25
# preyReproCooldown=30
# preyCarryingCapacity=150
# preyCapPredatorSensitivity=0
# attackRange=2
# killChance=0.25
# handlingTime=36
# predatorEnergyPerPrey=0.55
# predatorReproThreshold=0.6
# predatorReproCost=0.4
# predatorReproCooldown=54
# predatorMetabolicDrain=0.0027
# preyMetabolicDrain=0.0005
# hungerRate=0.0005
# predatorFoodRatio=3
# predatorInterference=0.5
# energyMax=1
# preyScale=1
# predatorScale=1.2
# mutationRate=0.05
# mutationStrength=0.1
# speedMin=1.5
# speedMax=7
# visionMin=6
# visionMax=24
# socialMin=-2
# socialMax=2.5
# plantGrowthRate=0.01
# plantCarryingCapacityFraction=0.35
# fruitRegrowTime=48
# plantMinHeight=0.25
# logSampleInterval=1
#
# --- Coefficienti Lotka-Volterra (derivati, informativi) ---
# alpha=0.033333
# beta=0.005
# gamma=0.0027
# delta=1.375
#
# --- Popolazione iniziale ---
# prey0=45
# predators0=25
# plants0=0
#
t_seconds,prey,predators,plants
131.0,97,91,127
132.0,94,92,127
133.0,94,92,131
134.0,94,92,131
135.0,94,92,131
136.0,94,92,131
137.0,94,94,131
138.0,94,94,131
139.0,93,95,134
140.0,93,97,134
141.0,94,99,136
142.0,93,99,136
143.0,93,100,135
144.0,93,100,135
145.0,92,100,138
146.0,92,100,138
147.0,91,101,133
148.0,89,105,133
149.0,87,112,133
150.0,86,112,133
151.0,86,113,134
152.0,83,115,134
153.0,83,116,129
154.0,84,116,129
155.0,83,116,127
156.0,84,117,127
157.0,84,119,123
158.0,82,121,123
159.0,84,123,123
160.0,82,125,123
161.0,81,126,122
162.0,82,126,122
163.0,82,128,125
164.0,81,128,125
165.0,80,129,119
166.0,79,130,119
167.0,79,131,120
168.0,78,130,120
169.0,78,130,119
170.0,77,130,119
171.0,77,130,121
172.0,77,131,121
173.0,78,131,122
174.0,77,132,122
175.0,75,132,120
176.0,76,132,120
177.0,75,134,116
178.0,75,134,116
179.0,73,134,121
180.0,75,134,121
181.0,75,134,121
182.0,71,135,121
183.0,71,136,120
184.0,72,136,120
185.0,72,136,123
186.0,73,138,123
187.0,72,138,122
188.0,72,138,122
189.0,72,139,123
190.0,72,139,123
191.0,72,140,128
192.0,74,141,128
193.0,74,141,128
194.0,74,142,132
195.0,74,143,132
196.0,73,144,132
197.0,71,144,132
198.0,71,144,137
199.0,69,145,137
200.0,69,145,135
201.0,67,147,135
202.0,67,148,137
203.0,66,155,137
204.0,65,156,131
205.0,62,157,131
206.0,64,157,137
207.0,62,159,137
208.0,61,160,135
209.0,61,161,135
210.0,59,162,131
211.0,59,163,131
212.0,58,164,131
213.0,58,164,131
214.0,59,166,131
215.0,58,167,131
216.0,56,166,128
217.0,54,155,128
218.0,54,155,126
219.0,53,154,126
220.0,54,154,126
221.0,54,154,126
222.0,53,155,115
223.0,53,155,115
224.0,53,155,118
225.0,53,157,118
226.0,53,156,121
227.0,52,156,121
228.0,52,156,121
229.0,49,156,121
230.0,46,154,116
231.0,46,154,116
232.0,46,154,107
233.0,44,154,107
234.0,43,153,112
235.0,42,153,112
236.0,43,153,112
237.0,43,153,112
238.0,43,153,118
239.0,43,153,118
240.0,43,153,118
241.0,40,152,120
242.0,40,151,120
243.0,40,151,124
244.0,40,150,124
245.0,38,150,119
246.0,36,150,119
247.0,36,150,112
248.0,36,150,112
249.0,36,150,111
250.0,35,150,111
251.0,33,150,117
252.0,34,150,117
253.0,34,150,114
254.0,34,150,114
255.0,33,150,113
256.0,32,150,113
257.0,32,150,115
258.0,31,150,115
259.0,30,150,116
260.0,30,149,116
261.0,30,149,120
262.0,30,149,120
263.0,30,149,119
264.0,30,149,119
265.0,29,149,120
266.0,27,148,120
267.0,27,148,116
268.0,26,148,116
269.0,26,147,118
270.0,25,147,118
271.0,24,147,115
272.0,25,147,115
273.0,27,146,116
274.0,28,146,116
275.0,28,146,109
276.0,28,146,109
277.0,28,145,113
278.0,25,145,113
279.0,24,145,113
280.0,23,145,113
281.0,22,145,113
282.0,21,145,113
283.0,21,145,110
284.0,21,144,110
285.0,21,144,113
286.0,21,144,113
287.0,20,142,116
288.0,21,142,116
289.0,20,142,117
290.0,20,141,117
291.0,20,140,116
292.0,20,140,116
293.0,20,139,118
294.0,20,139,118
295.0,20,138,118
296.0,20,138,121
297.0,19,135,121
298.0,18,134,120
299.0,17,132,120
300.0,16,131,121
301.0,16,130,121
302.0,16,129,124
303.0,18,128,124
304.0,18,125,118
305.0,17,124,118
306.0,17,123,115
307.0,17,121,115
308.0,17,120,118
309.0,16,118,118
310.0,17,118,115
311.0,17,117,115
312.0,16,114,113
313.0,16,114,113
314.0,16,110,122
315.0,16,108,122
316.0,17,108,118
317.0,17,108,118
318.0,17,108,118
319.0,15,108,118
320.0,15,107,125
321.0,14,106,125
322.0,14,106,126
323.0,14,106,126
324.0,14,106,123
325.0,13,105,123
326.0,13,105,126
327.0,13,104,126
328.0,13,103,120
329.0,13,103,120
330.0,13,103,127
331.0,13,102,127
332.0,13,100,123
333.0,14,99,123
334.0,15,99,127
335.0,15,99,127
336.0,15,99,129
337.0,14,99,129
338.0,14,99,131
339.0,14,99,131
340.0,14,98,128
341.0,15,98,128
342.0,15,96,128
343.0,15,96,128
344.0,15,96,129
345.0,14,96,129
346.0,14,96,127
347.0,13,94,127
348.0,12,94,126
349.0,12,92,126
350.0,12,91,124
351.0,12,91,124
352.0,11,91,123
353.0,10,91,123
354.0,10,91,114
355.0,10,89,114
356.0,10,89,114
357.0,9,88,112
358.0,9,87,112
359.0,9,87,114
360.0,9,86,114
361.0,8,86,119
362.0,8,86,119
363.0,8,86,116
364.0,8,86,116
365.0,9,86,117
366.0,9,84,117
367.0,9,81,115
368.0,9,81,115
369.0,8,81,117
370.0,9,79,117
371.0,8,79,111
372.0,8,79,111
373.0,8,79,112
374.0,8,79,112
375.0,8,79,110
376.0,8,79,110
377.0,8,79,112
378.0,8,78,112
379.0,8,78,117
380.0,7,77,117
381.0,7,77,118
382.0,7,77,118
383.0,7,77,117
384.0,7,77,117
385.0,7,77,119
386.0,7,77,119
387.0,7,77,120
388.0,6,77,120
389.0,6,77,118
390.0,5,77,118
391.0,5,77,118
392.0,5,77,118
393.0,4,77,118
394.0,4,77,118
395.0,5,77,121
396.0,5,77,121
397.0,5,77,123
398.0,5,77,123
399.0,5,77,117
400.0,5,77,117
401.0,5,77,114
402.0,4,77,114
403.0,4,77,113
404.0,5,77,113
405.0,5,77,105
406.0,5,77,105
407.0,5,77,110
408.0,5,77,110
409.0,5,77,109
410.0,5,77,109
411.0,5,74,107
412.0,6,74,107
413.0,6,74,100
414.0,6,74,100
415.0,6,74,100
416.0,5,74,100
417.0,4,74,99
418.0,4,74,99
419.0,3,74,101
420.0,2,74,101
421.0,2,74,111
422.0,2,74,111
423.0,2,74,118
424.0,2,74,118
425.0,3,74,118
426.0,1,74,118
427.0,1,74,123
428.0,1,74,123
429.0,1,74,132
430.0,1,74,132
431.0,1,74,134
432.0,1,74,134
433.0,1,74,128
434.0,1,74,128
435.0,1,74,125
436.0,1,74,125
437.0,1,74,130
438.0,1,74,130
439.0,1,74,130
440.0,1,74,129
441.0,1,74,129
442.0,1,74,125
443.0,1,74,125
444.0,1,74,128
445.0,1,74,128
446.0,1,74,133
447.0,0,74,133
448.0,0,74,133
449.0,0,74,133
450.0,0,74,128
451.0,0,74,128
452.0,0,74,128
453.0,0,74,128
454.0,0,74,121
455.0,0,74,121
456.0,0,74,117
457.0,0,74,117
458.0,0,74,113
459.0,0,74,113
460.0,0,74,108
461.0,0,74,108
462.0,0,74,106
463.0,0,74,106
464.0,0,74,108
465.0,0,74,108
466.0,0,73,117
467.0,0,73,117
468.0,0,72,120
469.0,0,72,120
470.0,0,72,121
471.0,0,72,121
472.0,0,72,122
473.0,0,72,122
474.0,0,72,125
475.0,0,71,125
476.0,0,71,122
477.0,0,71,122
478.0,0,71,127
479.0,0,70,127
480.0,0,70,126
481.0,0,70,126
482.0,0,70,124
483.0,0,70,124
484.0,0,70,124
485.0,0,70,124
486.0,0,70,123
487.0,0,70,123
488.0,0,70,130
489.0,0,69,130
490.0,0,69,131
491.0,0,69,131
492.0,0,69,127
493.0,0,69,127
494.0,0,69,123
495.0,0,68,123
496.0,0,68,128
497.0,0,67,128
498.0,0,67,132
499.0,0,67,132
500.0,0,67,128
501.0,0,66,128
502.0,0,63,125
503.0,0,61,125
504.0,0,61,127
505.0,0,61,127
506.0,0,60,127
507.0,0,59,127
508.0,0,58,130
509.0,0,58,130
510.0,0,57,134
511.0,0,56,134
512.0,0,56,135
513.0,0,56,135
514.0,0,55,128
515.0,0,55,128
516.0,0,55,129
517.0,0,55,129
518.0,0,54,127
519.0,0,53,127
520.0,0,53,129
521.0,0,53,129
522.0,0,53,129
523.0,0,53,129
524.0,0,52,126
525.0,0,52,126
526.0,0,52,126
527.0,0,52,126
528.0,0,52,127
529.0,0,52,127
530.0,0,52,130
531.0,0,52,130
532.0,0,52,133
533.0,0,48,133
534.0,0,48,133
535.0,0,48,133
536.0,0,48,132
537.0,0,47,132
538.0,0,46,137
539.0,0,45,137
540.0,0,45,133
541.0,0,45,133
542.0,0,45,135
543.0,0,43,135
544.0,0,41,131
545.0,0,40,131
546.0,0,38,131
547.0,0,38,137
548.0,0,37,137
549.0,0,36,139
550.0,0,36,139
551.0,0,34,134
552.0,0,34,134
553.0,0,34,133
554.0,0,32,133
555.0,0,31,128
556.0,0,31,128
557.0,0,29,126
558.0,0,29,126
559.0,0,26,116
560.0,0,26,116
561.0,0,25,114
562.0,0,24,114
563.0,0,24,116
564.0,0,24,116
565.0,0,23,117
566.0,0,23,117
567.0,0,23,119
568.0,0,23,119
569.0,0,23,118
570.0,0,23,118
571.0,0,23,117
572.0,0,23,117
573.0,0,23,116
574.0,0,23,116
575.0,0,23,117
576.0,0,23,117
577.0,0,23,117
578.0,0,23,117
579.0,0,23,116
580.0,0,23,116
581.0,0,23,123
582.0,0,23,123
583.0,0,23,127
584.0,0,23,127
585.0,0,23,124
586.0,0,23,124
587.0,0,23,125
588.0,0,23,125
589.0,0,23,126
590.0,0,23,126
591.0,0,23,131
592.0,0,23,131
593.0,0,23,132
594.0,0,23,132
595.0,0,23,137
596.0,0,23,137
597.0,0,23,136
598.0,0,23,136
599.0,0,23,143
600.0,0,23,143
601.0,0,23,141
602.0,0,23,141
603.0,0,23,141
604.0,0,23,141
605.0,0,23,142
606.0,0,23,142
607.0,0,23,150
608.0,0,23,150
609.0,0,23,152
610.0,0,23,152
611.0,0,23,151
612.0,0,23,151
613.0,0,23,147
614.0,0,23,147
615.0,0,23,143
616.0,0,23,143
617.0,0,23,131
618.0,0,23,131
619.0,0,23,130
620.0,0,23,130
621.0,0,23,127
622.0,0,23,127
623.0,0,23,120
624.0,0,23,120
625.0,0,23,126
626.0,0,23,126
627.0,0,23,121
628.0,0,23,121
629.0,0,23,119
630.0,0,23,119
631.0,0,23,120
632.0,0,23,120
633.0,0,23,120
634.0,0,23,120
635.0,0,23,123
636.0,0,23,123
637.0,0,23,117
638.0,0,23,117
639.0,0,23,117
640.0,0,23,117
641.0,0,23,120
642.0,0,23,120
643.0,0,23,121
644.0,0,23,121
645.0,0,23,124
646.0,0,23,124
647.0,0,23,121
648.0,0,23,121
649.0,0,23,122
650.0,0,23,122
651.0,0,23,125
652.0,0,23,125
653.0,0,23,127
654.0,0,23,127
655.0,0,23,128
656.0,0,23,128
657.0,0,23,129
658.0,0,23,129
659.0,0,23,129
660.0,0,22,129
661.0,0,20,131
662.0,0,20,131
663.0,0,20,127
664.0,0,20,127
665.0,0,20,128
666.0,0,19,128
667.0,0,19,123
668.0,0,19,123
669.0,0,19,122
670.0,0,19,122
671.0,0,18,124
672.0,0,18,124
673.0,0,18,126
674.0,0,18,126
675.0,0,18,129
676.0,0,17,129
677.0,0,17,129
678.0,0,17,129
679.0,0,16,129
680.0,0,16,126
681.0,0,16,126
682.0,0,16,127
683.0,0,16,127
684.0,0,16,130
685.0,0,16,130
686.0,0,16,131
687.0,0,16,131
688.0,0,16,122
689.0,0,16,122
690.0,0,15,119
691.0,0,14,119
692.0,0,13,122
693.0,0,12,122
694.0,0,11,132
695.0,0,11,132
696.0,0,11,133
697.0,0,11,133
698.0,0,11,133
699.0,0,11,133
700.0,0,11,136
701.0,0,11,136
702.0,0,11,131
703.0,0,11,131
704.0,0,10,131
705.0,0,10,131
706.0,0,10,132
707.0,0,10,132
708.0,0,10,129
709.0,0,10,129
710.0,0,10,127
711.0,0,9,127
712.0,0,8,123
713.0,0,8,123
714.0,0,8,124
715.0,0,8,124
716.0,0,8,128
717.0,0,8,128
718.0,0,8,128
719.0,0,8,128
720.0,0,8,127
721.0,0,7,127
722.0,0,7,130
723.0,0,7,130
724.0,0,6,125
725.0,0,6,125
726.0,0,6,123
727.0,0,6,123
728.0,0,6,121
729.0,0,5,121
730.0,0,5,118
731.0,0,5,118
732.0,0,5,117
733.0,0,4,117
734.0,0,4,119
735.0,0,4,119
736.0,0,4,120
737.0,0,4,120
738.0,0,4,123
739.0,0,4,123
740.0,0,3,122
741.0,0,3,122
742.0,0,3,119
743.0,0,1,119
744.0,0,1,121
745.0,0,1,121
746.0,0,1,124
747.0,0,1,124
748.0,0,1,128
749.0,0,1,128
750.0,0,1,131
751.0,0,1,131
752.0,0,1,129
753.0,0,1,129
754.0,0,1,131
755.0,0,1,131
756.0,0,1,132
757.0,0,1,132
758.0,0,1,136
759.0,0,1,136
#
# --- Riepilogo ---
# durata_s=759.9699
# peakPrey=125
# peakPredators=168
