# EcoSim run log
# timestamp=2026-06-25 18:07:09
# sampleIntervalSeconds=1
#
# --- SimulationSettings ---
# preyEnergyPerPlant=0.35
# preyReproThreshold=0.55
# preyReproCost=0.25
# preyReproCooldown=30
# preyCarryingCapacity=150
# preyCapPredatorSensitivity=0
# attackRange=2
# killChance=0.25
# handlingTime=36
# predatorEnergyPerPrey=0.55
# predatorReproThreshold=0.6
# predatorReproCost=0.4
# predatorReproCooldown=54
# predatorMetabolicDrain=0.0027
# preyMetabolicDrain=0.0005
# hungerRate=0.0005
# predatorFoodRatio=3
# predatorInterference=0.5
# energyMax=1
# preyScale=1
# predatorScale=1.2
# mutationRate=0.05
# mutationStrength=0.1
# speedMin=1.5
# speedMax=7
# visionMin=6
# visionMax=24
# socialMin=-2
# socialMax=2.5
# plantGrowthRate=0.01
# plantCarryingCapacityFraction=0.35
# fruitRegrowTime=48
# plantMinHeight=0.25
# logSampleInterval=1
#
# --- Coefficienti Lotka-Volterra (derivati, informativi) ---
# alpha=0.033333
# beta=0.005
# gamma=0.0027
# delta=1.375
#
# --- Popolazione iniziale ---
# prey0=45
# predators0=15
# plants0=0
#
t_seconds,prey,predators,plants
173.0,134,70,95
174.0,133,70,98
175.0,135,70,98
176.0,134,70,99
177.0,133,70,99
178.0,134,70,98
179.0,132,70,98
180.0,132,71,99
181.0,131,72,99
182.0,131,72,99
183.0,131,73,99
184.0,132,73,101
185.0,132,75,101
186.0,131,75,101
187.0,130,75,101
188.0,127,76,97
189.0,129,76,97
190.0,130,76,98
191.0,130,77,98
192.0,130,77,103
193.0,130,78,103
194.0,129,79,103
195.0,131,79,103
196.0,130,81,108
197.0,130,82,108
198.0,129,83,114
199.0,129,83,114
200.0,129,83,118
201.0,128,84,118
202.0,127,85,121
203.0,126,88,121
204.0,125,88,114
205.0,126,89,114
206.0,126,90,113
207.0,126,90,113
208.0,128,90,117
209.0,126,92,117
210.0,125,93,112
211.0,125,94,112
212.0,124,95,112
213.0,123,95,112
214.0,121,95,112
215.0,121,96,114
216.0,120,98,114
217.0,118,94,121
218.0,118,94,121
219.0,117,95,126
220.0,119,95,126
221.0,119,95,135
222.0,119,95,135
223.0,119,95,135
224.0,118,96,135
225.0,118,96,133
226.0,118,96,133
227.0,118,97,128
228.0,118,97,128
229.0,117,97,129
230.0,118,97,129
231.0,118,97,127
232.0,116,99,127
233.0,116,99,122
234.0,118,100,122
235.0,120,101,118
236.0,120,101,118
237.0,118,103,118
238.0,118,103,118
239.0,116,104,120
240.0,117,104,120
241.0,116,104,123
242.0,117,105,123
243.0,117,105,119
244.0,115,105,119
245.0,117,106,123
246.0,117,106,123
247.0,117,106,119
248.0,117,107,119
249.0,115,107,121
250.0,119,109,121
251.0,119,109,115
252.0,119,110,115
253.0,117,111,120
254.0,115,112,120
255.0,114,114,120
256.0,116,114,120
257.0,112,119,126
258.0,109,120,126
259.0,109,121,126
260.0,109,122,126
261.0,108,122,126
262.0,107,122,123
263.0,107,124,123
264.0,106,126,122
265.0,104,129,122
266.0,106,130,127
267.0,106,130,127
268.0,108,130,129
269.0,106,130,129
270.0,108,132,133
271.0,108,133,133
272.0,108,134,126
273.0,109,135,126
274.0,108,135,126
275.0,109,135,126
276.0,109,135,127
277.0,108,135,127
278.0,108,137,135
279.0,107,138,135
280.0,105,140,130
281.0,105,141,130
282.0,104,141,127
283.0,102,141,127
284.0,101,141,129
285.0,100,141,129
286.0,100,142,124
287.0,96,143,124
288.0,96,144,121
289.0,96,145,121
290.0,96,145,114
291.0,96,146,114
292.0,95,146,118
293.0,95,148,118
294.0,94,148,115
295.0,93,150,115
296.0,93,148,116
297.0,92,150,116
298.0,92,149,116
299.0,92,149,116
300.0,93,147,118
301.0,93,145,118
302.0,93,145,117
303.0,94,143,117
304.0,92,144,110
305.0,90,145,110
306.0,90,146,110
307.0,87,148,114
308.0,87,148,114
309.0,85,150,115
310.0,83,152,115
311.0,82,156,113
312.0,82,157,113
313.0,79,158,114
314.0,78,160,114
315.0,77,161,112
316.0,77,160,112
317.0,78,160,118
318.0,77,162,118
319.0,75,167,124
320.0,74,167,124
321.0,71,169,122
322.0,70,169,122
323.0,66,170,121
324.0,65,172,121
325.0,62,173,122
326.0,62,176,122
327.0,60,177,118
328.0,58,176,118
329.0,58,176,113
330.0,59,176,113
331.0,58,177,110
332.0,57,177,110
333.0,57,177,110
334.0,57,177,110
335.0,56,177,114
336.0,54,177,114
337.0,54,177,117
338.0,53,177,117
339.0,50,177,117
340.0,51,176,117
341.0,51,176,118
342.0,51,176,118
343.0,51,175,113
344.0,50,174,113
345.0,50,174,117
346.0,49,174,117
347.0,49,174,119
348.0,49,174,119
349.0,46,172,125
350.0,46,172,125
351.0,45,172,119
352.0,45,172,119
353.0,45,172,118
354.0,45,170,118
355.0,46,169,119
356.0,48,169,119
357.0,47,168,123
358.0,47,168,123
359.0,47,167,123
360.0,47,167,121
361.0,46,167,121
362.0,47,166,118
363.0,46,164,118
364.0,44,164,118
365.0,45,164,118
366.0,45,164,114
367.0,42,163,114
368.0,41,163,115
369.0,41,163,115
370.0,42,159,114
371.0,42,157,114
372.0,43,157,117
373.0,42,157,117
374.0,42,156,119
375.0,40,153,119
376.0,40,152,121
377.0,40,152,121
378.0,40,152,123
379.0,41,152,123
380.0,41,151,124
381.0,41,150,124
382.0,40,150,127
383.0,40,150,127
384.0,39,150,120
385.0,39,149,120
386.0,39,149,117
387.0,38,148,117
388.0,38,148,113
389.0,36,148,113
390.0,36,148,112
391.0,35,148,112
392.0,33,148,117
393.0,33,148,117
394.0,32,148,117
395.0,33,148,117
396.0,32,148,115
397.0,31,148,115
398.0,30,147,117
399.0,30,146,117
400.0,30,145,128
401.0,29,145,128
402.0,29,143,126
403.0,29,140,126
404.0,28,139,129
405.0,29,137,129
406.0,29,136,131
407.0,29,136,131
408.0,29,136,130
409.0,29,135,130
410.0,29,134,124
411.0,29,133,124
412.0,28,131,125
413.0,27,131,125
414.0,26,129,126
415.0,27,129,126
416.0,26,129,127
417.0,25,129,127
418.0,24,127,128
419.0,24,127,128
420.0,24,127,128
421.0,24,126,126
422.0,24,125,126
423.0,24,124,123
424.0,24,122,123
425.0,24,122,123
426.0,23,121,123
427.0,22,120,121
428.0,22,119,121
429.0,20,119,130
430.0,21,119,130
431.0,21,119,128
432.0,20,119,128
433.0,20,119,129
434.0,20,119,129
435.0,20,118,129
436.0,18,117,129
437.0,18,117,129
438.0,18,116,129
439.0,18,116,128
440.0,18,116,128
441.0,17,116,129
442.0,17,115,129
443.0,17,115,131
444.0,18,114,131
445.0,17,114,134
446.0,16,113,134
447.0,15,112,137
448.0,15,112,137
449.0,14,112,137
450.0,13,111,137
451.0,13,110,132
452.0,13,110,132
453.0,13,109,127
454.0,11,109,127
455.0,11,109,131
456.0,11,108,131
457.0,11,108,130
458.0,11,108,130
459.0,10,107,130
460.0,10,106,130
461.0,10,105,128
462.0,9,104,128
463.0,10,103,122
464.0,11,103,122
465.0,11,103,115
466.0,11,101,115
467.0,11,101,113
468.0,11,99,113
469.0,10,99,117
470.0,10,99,117
471.0,9,98,122
472.0,9,98,122
473.0,7,98,127
474.0,7,98,127
475.0,7,97,132
476.0,8,97,132
477.0,7,97,130
478.0,6,97,130
479.0,6,97,125
480.0,6,97,125
481.0,6,96,122
482.0,6,96,122
483.0,6,96,130
484.0,6,96,130
485.0,6,96,128
486.0,6,96,128
487.0,6,95,132
488.0,6,95,132
489.0,7,94,129
490.0,7,94,129
491.0,6,94,120
492.0,6,94,120
493.0,6,94,115
494.0,6,94,115
495.0,5,94,110
496.0,5,94,110
497.0,5,94,114
498.0,5,94,114
499.0,5,94,111
500.0,5,94,111
501.0,5,94,113
502.0,4,94,113
503.0,4,94,116
504.0,3,94,116
505.0,3,94,116
506.0,3,94,111
507.0,3,94,111
508.0,3,94,120
509.0,3,94,120
510.0,3,94,116
511.0,3,94,116
512.0,3,94,115
513.0,3,94,115
514.0,3,94,115
515.0,3,94,115
516.0,3,94,121
517.0,3,94,121
518.0,3,94,126
519.0,2,94,126
520.0,1,94,125
521.0,1,94,125
522.0,0,94,125
523.0,0,94,125
524.0,0,94,119
525.0,0,94,119
526.0,0,94,122
527.0,0,94,122
528.0,0,94,126
529.0,0,94,126
530.0,0,94,126
531.0,0,94,126
532.0,0,94,122
533.0,0,94,122
534.0,0,94,115
535.0,0,94,115
536.0,0,94,121
537.0,0,94,121
538.0,0,94,123
539.0,0,94,123
540.0,0,94,126
541.0,0,93,126
542.0,0,93,125
543.0,0,93,125
544.0,0,93,122
545.0,0,93,122
546.0,0,93,119
547.0,0,93,119
548.0,0,93,121
549.0,0,93,121
550.0,0,92,123
551.0,0,92,123
552.0,0,92,128
553.0,0,92,128
554.0,0,92,127
555.0,0,92,127
556.0,0,92,124
557.0,0,92,124
558.0,0,92,121
559.0,0,92,121
560.0,0,92,124
561.0,0,92,124
562.0,0,92,118
563.0,0,92,118
564.0,0,92,131
565.0,0,92,131
566.0,0,92,135
567.0,0,92,135
568.0,0,92,127
569.0,0,92,127
570.0,0,92,124
571.0,0,92,124
572.0,0,92,121
573.0,0,92,121
574.0,0,92,128
575.0,0,92,128
576.0,0,92,136
577.0,0,92,136
578.0,0,92,139
579.0,0,92,139
580.0,0,92,142
581.0,0,92,142
582.0,0,92,137
583.0,0,92,137
584.0,0,92,142
585.0,0,91,142
586.0,0,90,142
587.0,0,90,142
588.0,0,89,142
589.0,0,89,133
590.0,0,89,133
591.0,0,88,133
592.0,0,88,133
593.0,0,88,132
594.0,0,88,132
595.0,0,88,134
596.0,0,88,134
597.0,0,88,131
598.0,0,87,131
599.0,0,87,129
600.0,0,87,129
601.0,0,87,129
602.0,0,87,129
603.0,0,86,133
604.0,0,84,133
605.0,0,84,131
606.0,0,83,131
607.0,0,82,128
608.0,0,81,128
609.0,0,81,134
610.0,0,80,134
611.0,0,79,136
612.0,0,79,136
613.0,0,78,133
614.0,0,78,133
615.0,0,78,136
616.0,0,77,136
617.0,0,77,138
618.0,0,77,138
619.0,0,76,134
620.0,0,75,134
621.0,0,75,135
622.0,0,75,135
623.0,0,75,133
624.0,0,74,133
625.0,0,73,133
626.0,0,73,133
627.0,0,73,137
628.0,0,73,137
629.0,0,73,135
630.0,0,73,135
631.0,0,72,138
632.0,0,71,138
633.0,0,71,138
634.0,0,70,138
635.0,0,68,138
636.0,0,68,138
637.0,0,68,139
638.0,0,68,139
639.0,0,66,134
640.0,0,65,134
641.0,0,65,134
642.0,0,65,134
643.0,0,65,137
644.0,0,65,137
645.0,0,65,143
646.0,0,65,143
647.0,0,65,142
648.0,0,64,142
649.0,0,63,137
650.0,0,62,137
651.0,0,61,141
652.0,0,60,141
653.0,0,57,138
654.0,0,53,138
655.0,0,52,133
656.0,0,49,133
657.0,0,49,129
658.0,0,48,129
659.0,0,45,131
660.0,0,44,131
661.0,0,43,131
662.0,0,42,131
663.0,0,39,131
664.0,0,39,131
665.0,0,35,134
666.0,0,34,134
667.0,0,34,133
668.0,0,33,133
669.0,0,33,133
670.0,0,32,133
671.0,0,32,133
672.0,0,32,131
673.0,0,31,131
674.0,0,31,131
675.0,0,30,131
676.0,0,30,137
677.0,0,30,137
678.0,0,30,136
679.0,0,30,136
680.0,0,30,141
681.0,0,30,141
682.0,0,30,133
683.0,0,30,133
684.0,0,30,132
685.0,0,30,132
686.0,0,30,128
687.0,0,30,128
688.0,0,30,125
689.0,0,30,125
690.0,0,30,120
691.0,0,30,120
692.0,0,30,123
693.0,0,30,123
694.0,0,30,119
695.0,0,30,119
696.0,0,30,122
697.0,0,30,122
698.0,0,30,127
699.0,0,30,127
700.0,0,30,124
701.0,0,30,124
702.0,0,30,126
703.0,0,30,126
704.0,0,30,128
705.0,0,30,128
706.0,0,30,125
707.0,0,30,125
708.0,0,30,119
709.0,0,30,119
710.0,0,30,113
711.0,0,30,113
712.0,0,30,112
713.0,0,30,112
714.0,0,30,112
715.0,0,30,112
716.0,0,30,120
717.0,0,30,120
718.0,0,30,116
719.0,0,30,116
720.0,0,30,122
721.0,0,30,122
722.0,0,30,117
723.0,0,30,117
724.0,0,30,118
725.0,0,30,118
726.0,0,30,116
727.0,0,30,116
728.0,0,30,117
729.0,0,30,117
730.0,0,30,121
731.0,0,30,121
732.0,0,30,125
733.0,0,30,125
734.0,0,30,121
735.0,0,30,121
736.0,0,30,119
737.0,0,30,119
738.0,0,30,122
739.0,0,30,122
740.0,0,30,120
741.0,0,30,120
742.0,0,30,120
743.0,0,30,120
744.0,0,29,117
745.0,0,29,117
746.0,0,29,120
747.0,0,29,120
748.0,0,29,117
749.0,0,29,117
750.0,0,28,122
751.0,0,28,122
752.0,0,28,124
753.0,0,28,124
754.0,0,27,125
755.0,0,27,125
756.0,0,27,116
757.0,0,27,116
758.0,0,27,116
759.0,0,26,116
760.0,0,26,114
761.0,0,26,114
762.0,0,26,112
763.0,0,26,112
764.0,0,26,115
765.0,0,26,115
766.0,0,26,116
767.0,0,26,116
768.0,0,26,121
769.0,0,25,121
770.0,0,24,113
771.0,0,23,113
772.0,0,22,113
773.0,0,22,113
774.0,0,22,117
775.0,0,22,117
776.0,0,21,115
777.0,0,21,115
778.0,0,20,113
779.0,0,20,113
780.0,0,20,114
781.0,0,19,114
782.0,0,18,118
783.0,0,18,118
784.0,0,18,122
785.0,0,18,122
786.0,0,17,128
787.0,0,16,128
788.0,0,16,138
789.0,0,15,138
790.0,0,15,132
791.0,0,14,132
792.0,0,14,132
793.0,0,14,125
794.0,0,14,125
795.0,0,13,122
796.0,0,13,122
797.0,0,13,120
798.0,0,13,120
799.0,0,13,119
800.0,0,13,119
801.0,0,12,121
802.0,0,12,121
803.0,0,12,126
804.0,0,11,126
805.0,0,11,125
806.0,0,11,125
807.0,0,11,122
808.0,0,11,122
809.0,0,11,120
810.0,0,10,120
811.0,0,9,119
812.0,0,9,119
813.0,0,9,125
814.0,0,8,125
815.0,0,7,124
816.0,0,7,124
817.0,0,7,124
818.0,0,7,124
819.0,0,6,123
820.0,0,6,123
821.0,0,6,120
822.0,0,6,120
823.0,0,6,123
824.0,0,6,123
825.0,0,6,128
826.0,0,6,128
827.0,0,5,127
828.0,0,5,127
829.0,0,5,121
830.0,0,5,121
831.0,0,5,128
832.0,0,4,128
833.0,0,4,136
834.0,0,4,136
835.0,0,3,136
836.0,0,3,136
837.0,0,3,128
838.0,0,3,128
839.0,0,3,131
840.0,0,3,131
841.0,0,3,132
842.0,0,3,132
843.0,0,2,130
844.0,0,2,130
845.0,0,1,128
846.0,0,1,128
847.0,0,1,129
848.0,0,1,129
849.0,0,1,124
850.0,0,1,124
851.0,0,1,126
852.0,0,1,126
853.0,0,1,129
854.0,0,1,129
#
# --- Riepilogo ---
# durata_s=854.2003
# peakPrey=140
# peakPredators=177
