# EcoSim run log
# timestamp=2026-06-25 18:02:29
# sampleIntervalSeconds=1
#
# --- SimulationSettings ---
# preyEnergyPerPlant=0.35
# preyReproThreshold=0.55
# preyReproCost=0.25
# preyReproCooldown=30
# preyCarryingCapacity=150
# preyCapPredatorSensitivity=0
# attackRange=2
# killChance=0.25
# handlingTime=36
# predatorEnergyPerPrey=0.55
# predatorReproThreshold=0.6
# predatorReproCost=0.4
# predatorReproCooldown=54
# predatorMetabolicDrain=0.0027
# preyMetabolicDrain=0.0005
# hungerRate=0.0005
# predatorFoodRatio=3
# predatorInterference=0.5
# energyMax=1
# preyScale=1
# predatorScale=1.2
# mutationRate=0.05
# mutationStrength=0.1
# speedMin=1.5
# speedMax=7
# visionMin=6
# visionMax=24
# socialMin=-2
# socialMax=2.5
# plantGrowthRate=0.01
# plantCarryingCapacityFraction=0.35
# fruitRegrowTime=48
# plantMinHeight=0.25
# logSampleInterval=1
#
# --- Coefficienti Lotka-Volterra (derivati, informativi) ---
# alpha=0.033333
# beta=0.005
# gamma=0.0027
# delta=1.375
#
# --- Popolazione iniziale ---
# prey0=60
# predators0=30
# plants0=0
#
t_seconds,prey,predators,plants
319.0,11,122,135
320.0,11,121,135
321.0,11,120,135
322.0,11,120,137
323.0,11,119,137
324.0,11,118,137
325.0,9,117,139
326.0,8,116,139
327.0,7,116,140
328.0,7,116,140
329.0,7,115,140
330.0,7,115,140
331.0,7,115,133
332.0,6,115,133
333.0,6,113,135
334.0,6,113,135
335.0,6,112,128
336.0,5,111,128
337.0,5,111,127
338.0,5,110,127
339.0,5,110,130
340.0,5,110,130
341.0,5,110,130
342.0,5,110,130
343.0,6,109,126
344.0,6,109,126
345.0,6,109,121
346.0,6,108,121
347.0,5,108,126
348.0,4,108,126
349.0,4,107,122
350.0,3,107,122
351.0,3,107,121
352.0,3,106,121
353.0,3,105,124
354.0,3,105,124
355.0,3,104,117
356.0,3,103,117
357.0,3,102,122
358.0,3,102,122
359.0,3,101,121
360.0,2,101,121
361.0,2,100,123
362.0,2,99,131
363.0,2,99,131
364.0,2,99,131
365.0,2,99,131
366.0,2,97,131
367.0,2,96,133
368.0,2,96,133
369.0,2,96,133
370.0,2,95,136
371.0,2,95,136
372.0,2,95,127
373.0,3,95,127
374.0,3,95,128
375.0,3,95,128
376.0,3,95,128
377.0,2,95,128
378.0,2,95,127
379.0,2,95,127
380.0,1,95,125
381.0,1,95,125
382.0,1,95,127
383.0,1,95,127
384.0,1,95,126
385.0,1,95,126
386.0,1,95,126
387.0,1,95,126
388.0,1,95,123
389.0,1,95,123
390.0,1,95,118
391.0,1,95,118
392.0,1,95,124
393.0,1,95,124
394.0,1,95,128
395.0,1,95,128
396.0,1,95,129
397.0,1,95,129
398.0,1,95,127
399.0,1,95,127
400.0,1,95,122
401.0,1,95,122
402.0,1,95,125
403.0,2,95,125
404.0,2,95,127
405.0,2,95,127
406.0,2,95,117
407.0,1,95,117
408.0,1,95,127
409.0,1,95,127
410.0,1,94,127
411.0,1,93,127
412.0,1,93,127
413.0,1,93,127
414.0,1,93,124
415.0,1,92,124
416.0,1,92,123
417.0,1,92,123
418.0,0,92,122
419.0,0,92,122
420.0,0,92,122
421.0,0,92,122
422.0,0,92,131
423.0,0,92,131
424.0,0,92,127
425.0,0,92,127
426.0,0,91,125
427.0,0,91,125
428.0,0,91,124
429.0,0,91,124
430.0,0,91,127
431.0,0,91,127
432.0,0,91,129
433.0,0,91,129
434.0,0,91,118
435.0,0,91,118
436.0,0,91,118
437.0,0,91,118
438.0,0,91,117
439.0,0,91,117
440.0,0,90,108
441.0,0,90,108
442.0,0,90,106
443.0,0,90,106
444.0,0,90,109
445.0,0,90,109
446.0,0,90,109
447.0,0,90,109
448.0,0,90,112
449.0,0,90,112
450.0,0,90,109
451.0,0,90,109
452.0,0,90,109
453.0,0,90,101
454.0,0,90,101
455.0,0,90,104
456.0,0,90,104
457.0,0,90,110
458.0,0,90,110
459.0,0,90,113
460.0,0,90,113
461.0,0,90,117
462.0,0,90,117
463.0,0,89,120
464.0,0,89,120
465.0,0,89,122
466.0,0,88,122
467.0,0,88,125
468.0,0,88,125
469.0,0,88,126
470.0,0,88,126
471.0,0,88,130
472.0,0,88,130
473.0,0,87,123
474.0,0,87,123
475.0,0,87,120
476.0,0,87,120
477.0,0,87,123
478.0,0,87,123
479.0,0,87,127
480.0,0,87,127
481.0,0,86,127
482.0,0,86,127
483.0,0,86,129
484.0,0,86,129
485.0,0,86,130
486.0,0,86,130
487.0,0,85,123
488.0,0,85,123
489.0,0,82,123
490.0,0,82,123
491.0,0,80,119
492.0,0,80,119
493.0,0,79,123
494.0,0,79,123
495.0,0,79,123
496.0,0,78,123
497.0,0,76,125
498.0,0,74,125
499.0,0,73,128
500.0,0,70,128
501.0,0,67,135
502.0,0,65,135
503.0,0,65,129
504.0,0,62,129
505.0,0,60,123
506.0,0,59,123
507.0,0,59,119
508.0,0,57,119
509.0,0,56,114
510.0,0,52,114
511.0,0,52,114
512.0,0,52,114
513.0,0,51,104
514.0,0,50,104
515.0,0,49,106
516.0,0,48,106
517.0,0,48,117
518.0,0,48,117
519.0,0,48,115
520.0,0,47,115
521.0,0,47,119
522.0,0,47,119
523.0,0,47,118
524.0,0,47,118
525.0,0,47,116
526.0,0,47,116
527.0,0,44,118
528.0,0,43,118
529.0,0,42,119
530.0,0,41,119
531.0,0,40,115
532.0,0,37,115
533.0,0,37,117
534.0,0,36,117
535.0,0,36,115
536.0,0,34,115
537.0,0,34,114
538.0,0,34,114
539.0,0,33,113
540.0,0,33,113
541.0,0,32,113
542.0,0,32,113
543.0,0,32,113
544.0,0,32,107
545.0,0,32,107
546.0,0,30,108
547.0,0,28,108
548.0,0,27,109
549.0,0,26,109
550.0,0,25,118
551.0,0,21,118
552.0,0,21,121
553.0,0,20,121
554.0,0,20,116
555.0,0,20,116
556.0,0,19,120
557.0,0,19,120
558.0,0,18,118
559.0,0,18,118
560.0,0,18,120
561.0,0,18,120
562.0,0,18,116
563.0,0,18,116
564.0,0,18,118
565.0,0,18,118
566.0,0,18,125
567.0,0,18,125
568.0,0,18,125
569.0,0,18,125
570.0,0,18,125
571.0,0,18,125
572.0,0,18,126
573.0,0,18,126
574.0,0,18,124
575.0,0,18,124
576.0,0,18,121
577.0,0,18,121
578.0,0,18,123
579.0,0,18,123
580.0,0,18,129
581.0,0,18,129
582.0,0,18,126
583.0,0,18,126
584.0,0,18,128
585.0,0,18,128
586.0,0,18,126
587.0,0,18,126
588.0,0,18,133
589.0,0,18,133
590.0,0,18,134
591.0,0,18,134
592.0,0,18,133
593.0,0,18,133
594.0,0,18,132
595.0,0,18,132
596.0,0,18,129
597.0,0,18,129
598.0,0,18,126
599.0,0,18,126
600.0,0,18,127
601.0,0,17,127
602.0,0,16,128
603.0,0,16,128
604.0,0,16,126
605.0,0,16,126
606.0,0,16,126
607.0,0,16,126
608.0,0,16,124
609.0,0,16,124
610.0,0,16,124
611.0,0,16,124
612.0,0,16,126
613.0,0,16,126
614.0,0,16,130
615.0,0,16,130
616.0,0,16,132
617.0,0,16,132
618.0,0,16,128
619.0,0,16,128
620.0,0,16,132
621.0,0,16,132
622.0,0,16,125
623.0,0,16,125
624.0,0,16,124
625.0,0,16,124
626.0,0,16,118
627.0,0,16,118
628.0,0,16,109
629.0,0,16,109
630.0,0,16,113
631.0,0,16,113
632.0,0,16,109
633.0,0,16,109
634.0,0,16,110
635.0,0,16,110
636.0,0,16,114
637.0,0,16,114
638.0,0,16,110
639.0,0,16,110
640.0,0,16,114
641.0,0,16,114
642.0,0,16,114
643.0,0,16,114
644.0,0,15,118
645.0,0,15,118
646.0,0,15,124
647.0,0,15,124
648.0,0,14,125
649.0,0,14,125
650.0,0,14,123
651.0,0,14,123
652.0,0,14,127
653.0,0,14,127
654.0,0,14,124
655.0,0,14,124
656.0,0,14,125
657.0,0,14,125
658.0,0,14,130
659.0,0,13,130
660.0,0,13,128
661.0,0,13,128
662.0,0,13,136
663.0,0,13,136
664.0,0,13,129
665.0,0,13,129
666.0,0,13,126
667.0,0,11,126
668.0,0,10,129
669.0,0,10,129
670.0,0,10,125
671.0,0,10,125
672.0,0,10,130
673.0,0,9,130
674.0,0,9,136
675.0,0,9,136
676.0,0,9,132
677.0,0,8,132
678.0,0,8,137
679.0,0,8,137
680.0,0,8,139
681.0,0,8,139
682.0,0,8,139
683.0,0,8,139
684.0,0,8,139
685.0,0,7,139
686.0,0,7,139
687.0,0,6,138
688.0,0,6,138
689.0,0,5,134
690.0,0,4,134
691.0,0,4,130
692.0,0,3,130
693.0,0,2,133
694.0,0,2,133
#
# --- Riepilogo ---
# durata_s=694.0925
# peakPrey=150
# peakPredators=187
